date,sku,demand,lead_time_days,unit_cost
2017-03-19,CONN-C310-HARNESS,697,30,3.2
2017-03-20,CONN-C310-HARNESS,945,30,3.2
2017-03-21,CONN-C310-HARNESS,829,30,3.2
2017-03-22,CONN-C310-HARNESS,805,30,3.2
2017-03-23,CONN-C310-HARNESS,875,30,3.2
2017-03-24,CONN-C310-HARNESS,818,30,3.2
2017-03-25,CONN-C310-HARNESS,523,30,3.2
2017-03-26,CONN-C310-HARNESS,657,30,3.2
2017-03-27,CONN-C310-HARNESS,905,30,3.2
2017-03-28,CONN-C310-HARNESS,847,30,3.2
2017-03-29,CONN-C310-HARNESS,770,30,3.2
2017-03-30,CONN-C310-HARNESS,772,30,3.2
2017-03-31,CONN-C310-HARNESS,846,30,3.2
2017-04-01,CONN-C310-HARNESS,561,30,3.2
2017-04-02,CONN-C310-HARNESS,570,30,3.2
2017-04-03,CONN-C310-HARNESS,897,30,3.2
2017-04-04,CONN-C310-HARNESS,881,30,3.2
2017-04-05,CONN-C310-HARNESS,917,30,3.2
2017-04-06,CONN-C310-HARNESS,787,30,3.2
2017-04-07,CONN-C310-HARNESS,823,30,3.2
2017-04-08,CONN-C310-HARNESS,631,30,3.2
2017-04-09,CONN-C310-HARNESS,614,30,3.2
2017-04-10,CONN-C310-HARNESS,926,30,3.2
2017-04-11,CONN-C310-HARNESS,865,30,3.2
2017-04-12,CONN-C310-HARNESS,944,30,3.2
2017-04-13,CONN-C310-HARNESS,872,30,3.2
2017-04-14,CONN-C310-HARNESS,901,30,3.2
2017-04-15,CONN-C310-HARNESS,572,30,3.2
2017-04-16,CONN-C310-HARNESS,591,30,3.2
2017-04-17,CONN-C310-HARNESS,894,30,3.2
2017-04-18,CONN-C310-HARNESS,932,30,3.2
2017-04-19,CONN-C310-HARNESS,884,30,3.2
2017-04-20,CONN-C310-HARNESS,839,30,3.2
2017-04-21,CONN-C310-HARNESS,920,30,3.2
2017-04-22,CONN-C310-HARNESS,471,30,3.2
2017-04-23,CONN-C310-HARNESS,513,30,3.2
2017-04-24,CONN-C310-HARNESS,882,30,3.2
2017-04-25,CONN-C310-HARNESS,846,30,3.2
2017-04-26,CONN-C310-HARNESS,879,30,3.2
2017-04-27,CONN-C310-HARNESS,849,30,3.2
2017-04-28,CONN-C310-HARNESS,877,30,3.2
2017-04-29,CONN-C310-HARNESS,547,30,3.2
2017-04-30,CONN-C310-HARNESS,624,30,3.2
2017-05-01,CONN-C310-HARNESS,901,30,3.2
2017-05-02,CONN-C310-HARNESS,913,30,3.2
2017-05-03,CONN-C310-HARNESS,957,30,3.2
2017-05-04,CONN-C310-HARNESS,860,30,3.2
2017-05-05,CONN-C310-HARNESS,861,30,3.2
2017-05-06,CONN-C310-HARNESS,509,30,3.2
2017-05-07,CONN-C310-HARNESS,563,30,3.2
2017-05-08,CONN-C310-HARNESS,836,30,3.2
2017-05-09,CONN-C310-HARNESS,904,30,3.2
2017-05-10,CONN-C310-HARNESS,813,30,3.2
2017-05-11,CONN-C310-HARNESS,890,30,3.2
2017-05-12,CONN-C310-HARNESS,847,30,3.2
2017-05-13,CONN-C310-HARNESS,583,30,3.2
2017-05-14,CONN-C310-HARNESS,606,30,3.2
2017-05-15,CONN-C310-HARNESS,825,30,3.2
2017-05-16,CONN-C310-HARNESS,823,30,3.2
2017-05-17,CONN-C310-HARNESS,753,30,3.2
2017-05-18,CONN-C310-HARNESS,833,30,3.2
2017-05-19,CONN-C310-HARNESS,821,30,3.2
2017-05-20,CONN-C310-HARNESS,564,30,3.2
2017-05-21,CONN-C310-HARNESS,616,30,3.2
2017-05-22,CONN-C310-HARNESS,883,30,3.2
2017-05-23,CONN-C310-HARNESS,860,30,3.2
2017-05-24,CONN-C310-HARNESS,902,30,3.2
2017-05-25,CONN-C310-HARNESS,879,30,3.2
2017-05-26,CONN-C310-HARNESS,831,30,3.2
2017-05-27,CONN-C310-HARNESS,568,30,3.2
2017-05-28,CONN-C310-HARNESS,610,30,3.2
2017-05-29,CONN-C310-HARNESS,879,30,3.2
2017-05-30,CONN-C310-HARNESS,924,30,3.2
2017-05-31,CONN-C310-HARNESS,913,30,3.2
2017-06-01,CONN-C310-HARNESS,818,30,3.2
2017-06-02,CONN-C310-HARNESS,842,30,3.2
2017-06-03,CONN-C310-HARNESS,630,30,3.2
2017-06-04,CONN-C310-HARNESS,652,30,3.2
2017-06-05,CONN-C310-HARNESS,899,30,3.2
2017-06-06,CONN-C310-HARNESS,844,30,3.2
2017-06-07,CONN-C310-HARNESS,778,30,3.2
2017-06-08,CONN-C310-HARNESS,792,30,3.2
2017-06-09,CONN-C310-HARNESS,862,30,3.2
2017-06-10,CONN-C310-HARNESS,612,30,3.2
2017-06-11,CONN-C310-HARNESS,532,30,3.2
2017-06-12,CONN-C310-HARNESS,849,30,3.2
2017-06-13,CONN-C310-HARNESS,882,30,3.2
2017-06-14,CONN-C310-HARNESS,784,30,3.2
2017-06-15,CONN-C310-HARNESS,908,30,3.2
2017-06-16,CONN-C310-HARNESS,826,30,3.2
2017-06-17,CONN-C310-HARNESS,662,30,3.2
2017-06-18,CONN-C310-HARNESS,563,30,3.2
2017-06-19,CONN-C310-HARNESS,790,30,3.2
2017-06-20,CONN-C310-HARNESS,821,30,3.2
2017-06-21,CONN-C310-HARNESS,841,30,3.2
2017-06-22,CONN-C310-HARNESS,825,30,3.2
2017-06-23,CONN-C310-HARNESS,835,30,3.2
2017-06-24,CONN-C310-HARNESS,611,30,3.2
2017-06-25,CONN-C310-HARNESS,583,30,3.2
2017-06-26,CONN-C310-HARNESS,843,30,3.2
2017-06-27,CONN-C310-HARNESS,752,30,3.2
2017-06-28,CONN-C310-HARNESS,868,30,3.2
2017-06-29,CONN-C310-HARNESS,841,30,3.2
2017-06-30,CONN-C310-HARNESS,935,30,3.2
2017-07-01,CONN-C310-HARNESS,541,30,3.2
2017-07-02,CONN-C310-HARNESS,493,30,3.2
2017-07-03,CONN-C310-HARNESS,880,30,3.2
2017-07-04,CONN-C310-HARNESS,865,30,3.2
2017-07-05,CONN-C310-HARNESS,791,30,3.2
2017-07-06,CONN-C310-HARNESS,762,30,3.2
2017-07-07,CONN-C310-HARNESS,931,30,3.2
2017-07-08,CONN-C310-HARNESS,670,30,3.2
2017-07-09,CONN-C310-HARNESS,456,30,3.2
2017-07-10,CONN-C310-HARNESS,821,30,3.2
2017-07-11,CONN-C310-HARNESS,938,30,3.2
2017-07-12,CONN-C310-HARNESS,820,30,3.2
2017-07-13,CONN-C310-HARNESS,819,30,3.2
2017-07-14,CONN-C310-HARNESS,831,30,3.2
2017-07-15,CONN-C310-HARNESS,531,30,3.2
2017-07-16,CONN-C310-HARNESS,499,30,3.2
2017-07-17,CONN-C310-HARNESS,904,30,3.2
2017-07-18,CONN-C310-HARNESS,745,30,3.2
2017-07-19,CONN-C310-HARNESS,860,30,3.2
2017-07-20,CONN-C310-HARNESS,895,30,3.2
2017-07-21,CONN-C310-HARNESS,767,30,3.2
2017-07-22,CONN-C310-HARNESS,542,30,3.2
2017-07-23,CONN-C310-HARNESS,659,30,3.2
2017-07-24,CONN-C310-HARNESS,876,30,3.2
2017-07-25,CONN-C310-HARNESS,813,30,3.2
2017-07-26,CONN-C310-HARNESS,913,30,3.2
2017-07-27,CONN-C310-HARNESS,913,30,3.2
2017-07-28,CONN-C310-HARNESS,861,30,3.2
2017-07-29,CONN-C310-HARNESS,543,30,3.2
2017-07-30,CONN-C310-HARNESS,570,30,3.2
2017-07-31,CONN-C310-HARNESS,862,30,3.2
2017-08-01,CONN-C310-HARNESS,836,30,3.2
2017-08-02,CONN-C310-HARNESS,898,30,3.2
2017-08-03,CONN-C310-HARNESS,763,30,3.2
2017-08-04,CONN-C310-HARNESS,765,30,3.2
2017-08-05,CONN-C310-HARNESS,603,30,3.2
2017-08-06,CONN-C310-HARNESS,566,30,3.2
2017-08-07,CONN-C310-HARNESS,813,30,3.2
2017-08-08,CONN-C310-HARNESS,750,30,3.2
2017-08-09,CONN-C310-HARNESS,849,30,3.2
2017-08-10,CONN-C310-HARNESS,845,30,3.2
2017-08-11,CONN-C310-HARNESS,884,30,3.2
2017-08-12,CONN-C310-HARNESS,598,30,3.2
2017-08-13,CONN-C310-HARNESS,587,30,3.2
2017-08-14,CONN-C310-HARNESS,913,30,3.2
2017-08-15,CONN-C310-HARNESS,777,30,3.2
2017-08-16,CONN-C310-HARNESS,878,30,3.2
2017-08-17,CONN-C310-HARNESS,757,30,3.2
2017-08-18,CONN-C310-HARNESS,803,30,3.2
2017-08-19,CONN-C310-HARNESS,528,30,3.2
2017-08-20,CONN-C310-HARNESS,638,30,3.2
2017-08-21,CONN-C310-HARNESS,846,30,3.2
2017-08-22,CONN-C310-HARNESS,849,30,3.2
2017-08-23,CONN-C310-HARNESS,789,30,3.2
2017-08-24,CONN-C310-HARNESS,834,30,3.2
2017-08-25,CONN-C310-HARNESS,808,30,3.2
2017-08-26,CONN-C310-HARNESS,616,30,3.2
2017-08-27,CONN-C310-HARNESS,541,30,3.2
2017-08-28,CONN-C310-HARNESS,924,30,3.2
2017-08-29,CONN-C310-HARNESS,759,30,3.2
2017-08-30,CONN-C310-HARNESS,807,30,3.2
2017-08-31,CONN-C310-HARNESS,944,30,3.2
2017-09-01,CONN-C310-HARNESS,828,30,3.2
2017-09-02,CONN-C310-HARNESS,524,30,3.2
2017-09-03,CONN-C310-HARNESS,608,30,3.2
2017-09-04,CONN-C310-HARNESS,826,30,3.2
2017-09-05,CONN-C310-HARNESS,806,30,3.2
2017-09-06,CONN-C310-HARNESS,792,30,3.2
2017-09-07,CONN-C310-HARNESS,1005,30,3.2
2017-09-08,CONN-C310-HARNESS,839,30,3.2
2017-09-09,CONN-C310-HARNESS,491,30,3.2
2017-09-10,CONN-C310-HARNESS,680,30,3.2
2017-09-11,CONN-C310-HARNESS,887,30,3.2
2017-09-12,CONN-C310-HARNESS,812,30,3.2
2017-09-13,CONN-C310-HARNESS,803,30,3.2
2017-09-14,CONN-C310-HARNESS,891,30,3.2
2017-09-15,CONN-C310-HARNESS,841,30,3.2
2017-09-16,CONN-C310-HARNESS,492,30,3.2
2017-09-17,CONN-C310-HARNESS,697,30,3.2
2017-09-18,CONN-C310-HARNESS,831,30,3.2
2017-09-19,CONN-C310-HARNESS,938,30,3.2
2017-09-20,CONN-C310-HARNESS,926,30,3.2
2017-09-21,CONN-C310-HARNESS,801,30,3.2
2017-09-22,CONN-C310-HARNESS,913,30,3.2
2017-09-23,CONN-C310-HARNESS,564,30,3.2
2017-09-24,CONN-C310-HARNESS,497,30,3.2
2017-09-25,CONN-C310-HARNESS,833,30,3.2
2017-09-26,CONN-C310-HARNESS,879,30,3.2
2017-09-27,CONN-C310-HARNESS,832,30,3.2
2017-09-28,CONN-C310-HARNESS,840,30,3.2
2017-09-29,CONN-C310-HARNESS,920,30,3.2
2017-09-30,CONN-C310-HARNESS,606,30,3.2
2017-10-01,CONN-C310-HARNESS,554,30,3.2
2017-10-02,CONN-C310-HARNESS,897,30,3.2
2017-10-03,CONN-C310-HARNESS,869,30,3.2
2017-10-04,CONN-C310-HARNESS,720,30,3.2
2017-10-05,CONN-C310-HARNESS,883,30,3.2
2017-10-06,CONN-C310-HARNESS,881,30,3.2
2017-10-07,CONN-C310-HARNESS,603,30,3.2
2017-10-08,CONN-C310-HARNESS,651,30,3.2
2017-10-09,CONN-C310-HARNESS,824,30,3.2
2017-10-10,CONN-C310-HARNESS,879,30,3.2
2017-10-11,CONN-C310-HARNESS,775,30,3.2
2017-10-12,CONN-C310-HARNESS,884,30,3.2
2017-10-13,CONN-C310-HARNESS,969,30,3.2
2017-10-14,CONN-C310-HARNESS,549,30,3.2
2017-10-15,CONN-C310-HARNESS,562,30,3.2
2017-10-16,CONN-C310-HARNESS,824,30,3.2
2017-10-17,CONN-C310-HARNESS,870,30,3.2
2017-10-18,CONN-C310-HARNESS,805,30,3.2
2017-10-19,CONN-C310-HARNESS,887,30,3.2
2017-10-20,CONN-C310-HARNESS,911,30,3.2
2017-10-21,CONN-C310-HARNESS,635,30,3.2
2017-10-22,CONN-C310-HARNESS,508,30,3.2
2017-10-23,CONN-C310-HARNESS,920,30,3.2
2017-10-24,CONN-C310-HARNESS,917,30,3.2
2017-10-25,CONN-C310-HARNESS,912,30,3.2
2017-10-26,CONN-C310-HARNESS,887,30,3.2
2017-10-27,CONN-C310-HARNESS,879,30,3.2
2017-10-28,CONN-C310-HARNESS,664,30,3.2
2017-10-29,CONN-C310-HARNESS,713,30,3.2
2017-10-30,CONN-C310-HARNESS,815,30,3.2
2017-10-31,CONN-C310-HARNESS,927,30,3.2
2017-11-01,CONN-C310-HARNESS,864,30,3.2
2017-11-02,CONN-C310-HARNESS,862,30,3.2
2017-11-03,CONN-C310-HARNESS,785,30,3.2
2017-11-04,CONN-C310-HARNESS,593,30,3.2
2017-11-05,CONN-C310-HARNESS,554,30,3.2
2017-11-06,CONN-C310-HARNESS,845,30,3.2
2017-11-07,CONN-C310-HARNESS,810,30,3.2
2017-11-08,CONN-C310-HARNESS,846,30,3.2
2017-11-09,CONN-C310-HARNESS,849,30,3.2
2017-11-10,CONN-C310-HARNESS,877,30,3.2
2017-11-11,CONN-C310-HARNESS,522,30,3.2
2017-11-12,CONN-C310-HARNESS,531,30,3.2
2017-11-13,CONN-C310-HARNESS,893,30,3.2
2017-11-14,CONN-C310-HARNESS,830,30,3.2
2017-11-15,CONN-C310-HARNESS,933,30,3.2
2017-11-16,CONN-C310-HARNESS,887,30,3.2
2017-11-17,CONN-C310-HARNESS,908,30,3.2
2017-11-18,CONN-C310-HARNESS,690,30,3.2
2017-11-19,CONN-C310-HARNESS,596,30,3.2
2017-11-20,CONN-C310-HARNESS,845,30,3.2
2017-11-21,CONN-C310-HARNESS,925,30,3.2
2017-11-22,CONN-C310-HARNESS,905,30,3.2
2017-11-23,CONN-C310-HARNESS,867,30,3.2
2017-11-24,CONN-C310-HARNESS,954,30,3.2
2017-11-25,CONN-C310-HARNESS,603,30,3.2
2017-11-26,CONN-C310-HARNESS,617,30,3.2
2017-11-27,CONN-C310-HARNESS,880,30,3.2
2017-11-28,CONN-C310-HARNESS,828,30,3.2
2017-11-29,CONN-C310-HARNESS,884,30,3.2
2017-11-30,CONN-C310-HARNESS,957,30,3.2
2017-12-01,CONN-C310-HARNESS,905,30,3.2
2017-12-02,CONN-C310-HARNESS,618,30,3.2
2017-12-03,CONN-C310-HARNESS,608,30,3.2
2017-12-04,CONN-C310-HARNESS,900,30,3.2
2017-12-05,CONN-C310-HARNESS,923,30,3.2
2017-12-06,CONN-C310-HARNESS,916,30,3.2
2017-12-07,CONN-C310-HARNESS,864,30,3.2
2017-12-08,CONN-C310-HARNESS,901,30,3.2
2017-12-09,CONN-C310-HARNESS,645,30,3.2
2017-12-10,CONN-C310-HARNESS,563,30,3.2
2017-12-11,CONN-C310-HARNESS,893,30,3.2
2017-12-12,CONN-C310-HARNESS,765,30,3.2
2017-12-13,CONN-C310-HARNESS,911,30,3.2
2017-12-14,CONN-C310-HARNESS,921,30,3.2
2017-12-15,CONN-C310-HARNESS,926,30,3.2
2017-12-16,CONN-C310-HARNESS,598,30,3.2
2017-12-17,CONN-C310-HARNESS,637,30,3.2
2017-12-18,CONN-C310-HARNESS,964,30,3.2
2017-12-19,CONN-C310-HARNESS,964,30,3.2
2017-12-20,CONN-C310-HARNESS,885,30,3.2
2017-12-21,CONN-C310-HARNESS,894,30,3.2
2017-12-22,CONN-C310-HARNESS,948,30,3.2
2017-12-23,CONN-C310-HARNESS,539,30,3.2
2017-12-24,CONN-C310-HARNESS,604,30,3.2
2017-12-25,CONN-C310-HARNESS,961,30,3.2
2017-12-26,CONN-C310-HARNESS,942,30,3.2
2017-12-27,CONN-C310-HARNESS,909,30,3.2
2017-12-28,CONN-C310-HARNESS,806,30,3.2
2017-12-29,CONN-C310-HARNESS,886,30,3.2
2017-12-30,CONN-C310-HARNESS,590,30,3.2
2017-12-31,CONN-C310-HARNESS,641,30,3.2
2018-01-01,CONN-C310-HARNESS,845,30,3.2
2018-01-02,CONN-C310-HARNESS,833,30,3.2
2018-01-03,CONN-C310-HARNESS,776,30,3.2
2018-01-04,CONN-C310-HARNESS,957,30,3.2
2018-01-05,CONN-C310-HARNESS,868,30,3.2
2018-01-06,CONN-C310-HARNESS,631,30,3.2
2018-01-07,CONN-C310-HARNESS,622,30,3.2
2018-01-08,CONN-C310-HARNESS,831,30,3.2
2018-01-09,CONN-C310-HARNESS,820,30,3.2
2018-01-10,CONN-C310-HARNESS,834,30,3.2
2018-01-11,CONN-C310-HARNESS,849,30,3.2
2018-01-12,CONN-C310-HARNESS,909,30,3.2
2018-01-13,CONN-C310-HARNESS,578,30,3.2
2018-01-14,CONN-C310-HARNESS,718,30,3.2
2018-01-15,CONN-C310-HARNESS,945,30,3.2
2018-01-16,CONN-C310-HARNESS,933,30,3.2
2018-01-17,CONN-C310-HARNESS,882,30,3.2
2018-01-18,CONN-C310-HARNESS,972,30,3.2
2018-01-19,CONN-C310-HARNESS,876,30,3.2
2018-01-20,CONN-C310-HARNESS,620,30,3.2
2018-01-21,CONN-C310-HARNESS,631,30,3.2
2018-01-22,CONN-C310-HARNESS,927,30,3.2
2018-01-23,CONN-C310-HARNESS,923,30,3.2
2018-01-24,CONN-C310-HARNESS,862,30,3.2
2018-01-25,CONN-C310-HARNESS,859,30,3.2
2018-01-26,CONN-C310-HARNESS,923,30,3.2
2018-01-27,CONN-C310-HARNESS,661,30,3.2
2018-01-28,CONN-C310-HARNESS,600,30,3.2
2018-01-29,CONN-C310-HARNESS,800,30,3.2
2018-01-30,CONN-C310-HARNESS,876,30,3.2
2018-01-31,CONN-C310-HARNESS,922,30,3.2
2018-02-01,CONN-C310-HARNESS,987,30,3.2
2018-02-02,CONN-C310-HARNESS,821,30,3.2
2018-02-03,CONN-C310-HARNESS,598,30,3.2
2018-02-04,CONN-C310-HARNESS,600,30,3.2
2018-02-05,CONN-C310-HARNESS,962,30,3.2
2018-02-06,CONN-C310-HARNESS,885,30,3.2
2018-02-07,CONN-C310-HARNESS,837,30,3.2
2018-02-08,CONN-C310-HARNESS,917,30,3.2
2018-02-09,CONN-C310-HARNESS,864,30,3.2
2018-02-10,CONN-C310-HARNESS,553,30,3.2
2018-02-11,CONN-C310-HARNESS,571,30,3.2
2018-02-12,CONN-C310-HARNESS,982,30,3.2
2018-02-13,CONN-C310-HARNESS,907,30,3.2
2018-02-14,CONN-C310-HARNESS,892,30,3.2
2018-02-15,CONN-C310-HARNESS,872,30,3.2
2018-02-16,CONN-C310-HARNESS,902,30,3.2
2018-02-17,CONN-C310-HARNESS,636,30,3.2
2018-02-18,CONN-C310-HARNESS,636,30,3.2
2018-02-19,CONN-C310-HARNESS,892,30,3.2
2018-02-20,CONN-C310-HARNESS,933,30,3.2
2018-02-21,CONN-C310-HARNESS,887,30,3.2
2018-02-22,CONN-C310-HARNESS,832,30,3.2
2018-02-23,CONN-C310-HARNESS,852,30,3.2
2018-02-24,CONN-C310-HARNESS,511,30,3.2
2018-02-25,CONN-C310-HARNESS,731,30,3.2
2018-02-26,CONN-C310-HARNESS,932,30,3.2
2018-02-27,CONN-C310-HARNESS,839,30,3.2
2018-02-28,CONN-C310-HARNESS,869,30,3.2
2018-03-01,CONN-C310-HARNESS,850,30,3.2
2018-03-02,CONN-C310-HARNESS,970,30,3.2
2018-03-03,CONN-C310-HARNESS,542,30,3.2
2018-03-04,CONN-C310-HARNESS,626,30,3.2
2018-03-05,CONN-C310-HARNESS,880,30,3.2
2018-03-06,CONN-C310-HARNESS,931,30,3.2
2018-03-07,CONN-C310-HARNESS,881,30,3.2
2018-03-08,CONN-C310-HARNESS,790,30,3.2
2018-03-09,CONN-C310-HARNESS,873,30,3.2
2018-03-10,CONN-C310-HARNESS,567,30,3.2
2018-03-11,CONN-C310-HARNESS,625,30,3.2
2018-03-12,CONN-C310-HARNESS,966,30,3.2
2018-03-13,CONN-C310-HARNESS,792,30,3.2
2018-03-14,CONN-C310-HARNESS,844,30,3.2
2018-03-15,CONN-C310-HARNESS,858,30,3.2
2018-03-16,CONN-C310-HARNESS,867,30,3.2
2018-03-17,CONN-C310-HARNESS,663,30,3.2
2018-03-18,CONN-C310-HARNESS,613,30,3.2
2018-03-19,CONN-C310-HARNESS,912,30,3.2
2018-03-20,CONN-C310-HARNESS,855,30,3.2
2018-03-21,CONN-C310-HARNESS,902,30,3.2
2018-03-22,CONN-C310-HARNESS,933,30,3.2
2018-03-23,CONN-C310-HARNESS,850,30,3.2
2018-03-24,CONN-C310-HARNESS,666,30,3.2
2018-03-25,CONN-C310-HARNESS,626,30,3.2
2018-03-26,CONN-C310-HARNESS,948,30,3.2
2018-03-27,CONN-C310-HARNESS,880,30,3.2
2018-03-28,CONN-C310-HARNESS,912,30,3.2
2018-03-29,CONN-C310-HARNESS,889,30,3.2
2018-03-30,CONN-C310-HARNESS,887,30,3.2
2018-03-31,CONN-C310-HARNESS,639,30,3.2
2018-04-01,CONN-C310-HARNESS,654,30,3.2
2018-04-02,CONN-C310-HARNESS,824,30,3.2
2018-04-03,CONN-C310-HARNESS,971,30,3.2
2018-04-04,CONN-C310-HARNESS,790,30,3.2
2018-04-05,CONN-C310-HARNESS,855,30,3.2
2018-04-06,CONN-C310-HARNESS,888,30,3.2
2018-04-07,CONN-C310-HARNESS,648,30,3.2
2018-04-08,CONN-C310-HARNESS,712,30,3.2
2018-04-09,CONN-C310-HARNESS,791,30,3.2
2018-04-10,CONN-C310-HARNESS,865,30,3.2
2018-04-11,CONN-C310-HARNESS,776,30,3.2
2018-04-12,CONN-C310-HARNESS,895,30,3.2
2018-04-13,CONN-C310-HARNESS,908,30,3.2
2018-04-14,CONN-C310-HARNESS,713,30,3.2
2018-04-15,CONN-C310-HARNESS,632,30,3.2
2018-04-16,CONN-C310-HARNESS,951,30,3.2
2018-04-17,CONN-C310-HARNESS,926,30,3.2
2018-04-18,CONN-C310-HARNESS,870,30,3.2
2018-04-19,CONN-C310-HARNESS,816,30,3.2
2018-04-20,CONN-C310-HARNESS,909,30,3.2
2018-04-21,CONN-C310-HARNESS,544,30,3.2
2018-04-22,CONN-C310-HARNESS,697,30,3.2
2018-04-23,CONN-C310-HARNESS,885,30,3.2
2018-04-24,CONN-C310-HARNESS,960,30,3.2
2018-04-25,CONN-C310-HARNESS,868,30,3.2
2018-04-26,CONN-C310-HARNESS,909,30,3.2
2018-04-27,CONN-C310-HARNESS,906,30,3.2
2018-04-28,CONN-C310-HARNESS,624,30,3.2
2018-04-29,CONN-C310-HARNESS,602,30,3.2
2018-04-30,CONN-C310-HARNESS,916,30,3.2
2018-05-01,CONN-C310-HARNESS,844,30,3.2
2018-05-02,CONN-C310-HARNESS,828,30,3.2
2018-05-03,CONN-C310-HARNESS,964,30,3.2
2018-05-04,CONN-C310-HARNESS,935,30,3.2
2018-05-05,CONN-C310-HARNESS,631,30,3.2
2018-05-06,CONN-C310-HARNESS,719,30,3.2
2018-05-07,CONN-C310-HARNESS,881,30,3.2
2018-05-08,CONN-C310-HARNESS,969,30,3.2
2018-05-09,CONN-C310-HARNESS,906,30,3.2
2018-05-10,CONN-C310-HARNESS,841,30,3.2
2018-05-11,CONN-C310-HARNESS,999,30,3.2
2018-05-12,CONN-C310-HARNESS,683,30,3.2
2018-05-13,CONN-C310-HARNESS,622,30,3.2
2018-05-14,CONN-C310-HARNESS,938,30,3.2
2018-05-15,CONN-C310-HARNESS,876,30,3.2
2018-05-16,CONN-C310-HARNESS,944,30,3.2
2018-05-17,CONN-C310-HARNESS,767,30,3.2
2018-05-18,CONN-C310-HARNESS,843,30,3.2
2018-05-19,CONN-C310-HARNESS,683,30,3.2
2018-05-20,CONN-C310-HARNESS,616,30,3.2
2018-05-21,CONN-C310-HARNESS,911,30,3.2
2018-05-22,CONN-C310-HARNESS,826,30,3.2
2018-05-23,CONN-C310-HARNESS,1002,30,3.2
2018-05-24,CONN-C310-HARNESS,966,30,3.2
2018-05-25,CONN-C310-HARNESS,890,30,3.2
2018-05-26,CONN-C310-HARNESS,608,30,3.2
2018-05-27,CONN-C310-HARNESS,688,30,3.2
2018-05-28,CONN-C310-HARNESS,1011,30,3.2
2018-05-29,CONN-C310-HARNESS,954,30,3.2
2018-05-30,CONN-C310-HARNESS,1021,30,3.2
2018-05-31,CONN-C310-HARNESS,852,30,3.2
2018-06-01,CONN-C310-HARNESS,857,30,3.2
2018-06-02,CONN-C310-HARNESS,566,30,3.2
2018-06-03,CONN-C310-HARNESS,656,30,3.2
2018-06-04,CONN-C310-HARNESS,912,30,3.2
2018-06-05,CONN-C310-HARNESS,894,30,3.2
2018-06-06,CONN-C310-HARNESS,947,30,3.2
2018-06-07,CONN-C310-HARNESS,970,30,3.2
2018-06-08,CONN-C310-HARNESS,819,30,3.2
2018-06-09,CONN-C310-HARNESS,599,30,3.2
2018-06-10,CONN-C310-HARNESS,677,30,3.2
2018-06-11,CONN-C310-HARNESS,877,30,3.2
2018-06-12,CONN-C310-HARNESS,859,30,3.2
2018-06-13,CONN-C310-HARNESS,959,30,3.2
2018-06-14,CONN-C310-HARNESS,832,30,3.2
2018-06-15,CONN-C310-HARNESS,886,30,3.2
2018-06-16,CONN-C310-HARNESS,650,30,3.2
2018-06-17,CONN-C310-HARNESS,600,30,3.2
2018-06-18,CONN-C310-HARNESS,946,30,3.2
2018-06-19,CONN-C310-HARNESS,871,30,3.2
2018-06-20,CONN-C310-HARNESS,980,30,3.2
2018-06-21,CONN-C310-HARNESS,896,30,3.2
2018-06-22,CONN-C310-HARNESS,940,30,3.2
2018-06-23,CONN-C310-HARNESS,673,30,3.2
2018-06-24,CONN-C310-HARNESS,597,30,3.2
2018-06-25,CONN-C310-HARNESS,790,30,3.2
2018-06-26,CONN-C310-HARNESS,923,30,3.2
2018-06-27,CONN-C310-HARNESS,907,30,3.2
2018-06-28,CONN-C310-HARNESS,933,30,3.2
2018-06-29,CONN-C310-HARNESS,890,30,3.2
2018-06-30,CONN-C310-HARNESS,608,30,3.2
2018-07-01,CONN-C310-HARNESS,742,30,3.2
2018-07-02,CONN-C310-HARNESS,822,30,3.2
2018-07-03,CONN-C310-HARNESS,943,30,3.2
2018-07-04,CONN-C310-HARNESS,871,30,3.2
2018-07-05,CONN-C310-HARNESS,884,30,3.2
2018-07-06,CONN-C310-HARNESS,885,30,3.2
2018-07-07,CONN-C310-HARNESS,588,30,3.2
2018-07-08,CONN-C310-HARNESS,663,30,3.2
2018-07-09,CONN-C310-HARNESS,979,30,3.2
2018-07-10,CONN-C310-HARNESS,929,30,3.2
2018-07-11,CONN-C310-HARNESS,908,30,3.2
2018-07-12,CONN-C310-HARNESS,848,30,3.2
2018-07-13,CONN-C310-HARNESS,931,30,3.2
2018-07-14,CONN-C310-HARNESS,750,30,3.2
2018-07-15,CONN-C310-HARNESS,611,30,3.2
2018-07-16,CONN-C310-HARNESS,882,30,3.2
2018-07-17,CONN-C310-HARNESS,872,30,3.2
2018-07-18,CONN-C310-HARNESS,876,30,3.2
2018-07-19,CONN-C310-HARNESS,752,30,3.2
2018-07-20,CONN-C310-HARNESS,925,30,3.2
2018-07-21,CONN-C310-HARNESS,585,30,3.2
2018-07-22,CONN-C310-HARNESS,543,30,3.2
2018-07-23,CONN-C310-HARNESS,944,30,3.2
2018-07-24,CONN-C310-HARNESS,843,30,3.2
2018-07-25,CONN-C310-HARNESS,884,30,3.2
2018-07-26,CONN-C310-HARNESS,983,30,3.2
2018-07-27,CONN-C310-HARNESS,825,30,3.2
2018-07-28,CONN-C310-HARNESS,547,30,3.2
2018-07-29,CONN-C310-HARNESS,647,30,3.2
2018-07-30,CONN-C310-HARNESS,966,30,3.2
